Invoice_ID,Branch,City,Customer_type,Gender,Product_line, unit_price ,Quantity,Tax_5%,Total,Date,Time,Payment,gross_margin_percentage,gross_income,Rating
491-38-3499,A,Yangon,Member,Male,Fashion accessories, ? 99.00 ,1,2.773, ? 101.77 ,2/26/2019,17:46:00,Credit card,476.19%,2.773,4.9
322-02-2271,B,Mandalay,Normal,Female,Sports and travel, ? 46.00 ,3,6.446, ? 144.45 ,02-03-2019,11:46:00,Cash,476.19%,6.446,9.3
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel, ? 45.00 ,7,5.999, ? 321.00 ,1/16/2019,12:07:00,Credit card,476.19%,5.999,7.9
725-67-2480,B,Mandalay,Member,Female,Fashion accessories, ? 57.00 ,6,17.625, ? 359.63 ,3/24/2019,18:14:00,Credit card,476.19%,17.625,5.9
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages, ? 45.00 ,10,43.55, ? 493.55 ,02-12-2019,14:45:00,Credit card,476.19%,43.55,9.9
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel, ? 75.00 ,2,9.88, ? 159.88 ,2/21/2019,11:39:00,Cash,476.19%,9.88,7.7
518-17-2983,A,Yangon,Normal,Female,Fashion accessories, ? 56.00 ,4,9.726, ? 233.73 ,02-04-2019,15:44:00,Ewallet,476.19%,9.726,7.6
779-42-2410,B,Mandalay,Member,Male,Food and beverages, ? 87.00 ,3,8.661, ? 269.66 ,2/20/2019,13:06:00,Ewallet,476.19%,8.661,7.7
190-14-3147,B,Mandalay,Normal,Female,Health and beauty, ? 61.00 ,4,3.594, ? 247.59 ,2/23/2019,20:43:00,Ewallet,476.19%,3.594,6.4
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty, ? 49.00 ,6,14.313, ? 308.31 ,2/16/2019,14:19:00,Ewallet,476.19%,14.313,4.4
679-22-6530,B,Mandalay,Normal,Female,Sports and travel, ? 64.00 ,2,4.062, ? 132.06 ,1/17/2019,10:01:00,Credit card,476.19%,4.062,4.1
588-47-8641,A,Yangon,Member,Male,Fashion accessories, ? 61.00 ,10,28.02, ? 638.02 ,1/14/2019,19:30:00,Ewallet,476.19%,28.02,4.4
642-61-4706,B,Mandalay,Member,Male,Food and beverages, ? 72.00 ,2,9.34, ? 153.34 ,3/30/2019,16:34:00,Cash,476.19%,9.34,5.5
576-31-4774,B,Mandalay,Normal,Female,Health and beauty, ? 47.00 ,3,11.012, ? 152.01 ,03-02-2019,13:10:00,Ewallet,476.19%,11.012,4
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty, ? 61.00 ,8,13.456, ? 501.46 ,2/15/2019,17:10:00,Credit card,476.19%,13.456,9.3
811-03-8790,A,Yangon,Normal,Female,Electronic accessories, ? 45.00 ,10,22.74, ? 472.74 ,03-01-2019,10:22:00,Credit card,476.19%,22.74,4.8
242-11-3142,B,Mandalay,Member,Male,Fashion accessories, ? 54.00 ,2,8.377, ? 116.38 ,2/24/2019,19:57:00,Cash,476.19%,8.377,4.6
752-23-3760,B,Mandalay,Member,Female,Sports and travel, ? 89.00 ,7,22.428, ? 645.43 ,2/19/2019,19:29:00,Credit card,476.19%,22.428,7.3
274-05-5470,A,Yangon,Member,Female,Food and beverages, ? 45.00 ,4,14.694, ? 194.69 ,2/23/2019,18:30:00,Cash,476.19%,14.694,6
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty, ? 80.00 ,10,29.475, ? 829.48 ,02-07-2019,14:27:00,Ewallet,476.19%,29.475,8.1
130-67-4723,A,Yangon,Member,Male,Food and beverages, ? 71.00 ,6,14.55, ? 440.55 ,01-11-2019,13:57:00,Ewallet,476.19%,14.55,9.4
528-87-5606,B,Mandalay,Member,Female,Electronic accessories, ? 66.00 ,1,1.974, ? 67.97 ,02-12-2019,19:43:00,Cash,476.19%,1.974,6.5
320-85-2052,B,Mandalay,Normal,Female,Sports and travel, ? 89.00 ,1,1.741, ? 90.74 ,1/14/2019,10:11:00,Credit card,476.19%,1.741,7
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories, ? 51.00 ,6,14.796, ? 320.80 ,01-09-2019,13:46:00,Ewallet,476.19%,14.796,7.1
105-10-6182,A,Yangon,Member,Male,Fashion accessories, ? 57.00 ,2,2.148, ? 116.15 ,2/27/2019,12:22:00,Ewallet,476.19%,2.148,6.6
510-79-0415,B,Mandalay,Member,Female,Sports and travel, ? 68.00 ,6,6.924, ? 414.92 ,1/24/2019,19:20:00,Ewallet,476.19%,6.924,4.9
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle, ? 93.00 ,2,4.91, ? 190.91 ,01-08-2019,12:58:00,Credit card,476.19%,4.91,6.4
767-97-4650,B,Mandalay,Member,Female,Sports and travel, ? 56.00 ,2,6.483, ? 118.48 ,01-08-2019,11:59:00,Credit card,476.19%,6.483,8
648-83-1321,A,Yangon,Member,Male,Home and lifestyle, ? 64.00 ,10,31.78, ? 671.78 ,1/16/2019,17:59:00,Cash,476.19%,31.78,4.3
173-57-2300,C,Naypyitaw,Member,Male,Sports and travel, ? 100.00 ,2,7.288, ? 207.29 ,3/13/2019,12:51:00,Cash,476.19%,7.288,6.1
305-03-2383,A,Yangon,Normal,Female,Food and beverages, ? 93.00 ,3,10.065, ? 289.07 ,2/15/2019,10:36:00,Cash,476.19%,10.065,7.5
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel, ? 52.00 ,9,31.586, ? 499.59 ,1/25/2019,13:38:00,Cash,476.19%,31.586,6.7
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages, ? 52.00 ,7,19.264, ? 383.26 ,03-12-2019,19:39:00,Ewallet,476.19%,19.264,5.2
689-05-1884,A,Yangon,Member,Male,Health and beauty, ? 51.00 ,10,24.315, ? 534.32 ,03-04-2019,12:44:00,Cash,476.19%,24.315,8.8
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories, ? 80.00 ,7,25.683, ? 585.68 ,02-10-2019,13:56:00,Cash,476.19%,25.683,9.5
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages, ? 53.00 ,9,23.67, ? 500.67 ,1/16/2019,14:42:00,Cash,476.19%,23.67,7.6
800-09-8606,A,Yangon,Member,Female,Home and lifestyle, ? 52.00 ,5,21.843, ? 281.84 ,1/29/2019,19:45:00,Cash,476.19%,21.843,6.6
182-52-7000,A,Yangon,Member,Female,Sports and travel, ? 60.00 ,4,5.408, ? 245.41 ,01-01-2019,20:26:00,Ewallet,476.19%,5.408,6.9
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle, ? 46.00 ,4,12.438, ? 196.44 ,01-06-2019,19:46:00,Ewallet,476.19%,12.438,4.3
868-06-0466,A,Yangon,Member,Male,Electronic accessories, ? 53.00 ,9,31.311, ? 508.31 ,2/19/2019,19:38:00,Credit card,476.19%,31.311,7.8
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle, ? 92.00 ,10,48.75, ? 968.75 ,01-12-2019,16:18:00,Ewallet,476.19%,48.75,8
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories, ? 93.00 ,8,24.164, ? 768.16 ,02-07-2019,12:23:00,Ewallet,476.19%,24.164,9.6
176-64-7711,B,Mandalay,Normal,Male,Food and beverages, ? 50.00 ,3,4.848, ? 154.85 ,3/27/2019,19:11:00,Credit card,476.19%,4.848,4.3
191-29-0321,B,Mandalay,Member,Female,Fashion accessories, ? 86.00 ,10,9.885, ? 869.89 ,2/27/2019,18:57:00,Credit card,476.19%,9.885,5
729-06-2010,B,Mandalay,Member,Male,Health and beauty, ? 91.00 ,9,36.212, ? 855.21 ,01-06-2019,11:18:00,Cash,476.19%,36.212,9.2
640-48-5028,B,Mandalay,Member,Female,Home and lifestyle, ? 100.00 ,9,39.776, ? 939.78 ,03-02-2019,12:40:00,Cash,476.19%,39.776,6.3
186-79-9562,B,Mandalay,Normal,Male,Health and beauty, ? 56.00 ,7,25.12, ? 417.12 ,3/29/2019,14:06:00,Cash,476.19%,25.12,8.9
834-45-5519,B,Mandalay,Normal,Female,Electronic accessories, ? 96.00 ,4,8.6, ? 392.60 ,1/31/2019,20:48:00,Ewallet,476.19%,8.6,7.6
162-65-8559,C,Naypyitaw,Member,Male,Food and beverages, ? 77.00 ,1,3.449, ? 80.45 ,1/21/2019,20:13:00,Cash,476.19%,3.449,4.8
760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories, ? 92.00 ,8,6.248, ? 742.25 ,1/20/2019,20:37:00,Ewallet,476.19%,6.248,9.1
445-30-9252,A,Yangon,Normal,Male,Sports and travel, ? 76.00 ,3,3.855, ? 231.86 ,1/17/2019,17:59:00,Ewallet,476.19%,3.855,6.1
786-94-2700,A,Yangon,Member,Male,Food and beverages, ? 79.00 ,6,24.186, ? 498.19 ,2/28/2019,20:18:00,Cash,476.19%,24.186,9.1
728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle, ? 86.00 ,4,15.106, ? 359.11 ,3/19/2019,15:52:00,Ewallet,476.19%,15.106,8.3
183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories, ? 99.00 ,9,34.934, ? 925.93 ,2/19/2019,15:14:00,Ewallet,476.19%,34.934,7.2
268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty, ? 67.00 ,9,6.233, ? 609.23 ,02-04-2019,12:50:00,Ewallet,476.19%,6.233,6
735-32-9839,C,Naypyitaw,Member,Male,Fashion accessories, ? 49.00 ,8,39.48, ? 431.48 ,1/31/2019,10:36:00,Ewallet,476.19%,39.48,8.5
258-92-7466,A,Yangon,Normal,Female,Health and beauty, ? 80.00 ,5,8.92, ? 408.92 ,02-06-2019,18:33:00,Credit card,476.19%,8.92,6.6
857-16-3520,A,Yangon,Member,Female,Fashion accessories, ? 56.00 ,7,25.011, ? 417.01 ,3/28/2019,16:06:00,Ewallet,476.19%,25.011,4.5
482-17-1179,A,Yangon,Member,Male,Electronic accessories, ? 62.00 ,3,1.791, ? 187.79 ,1/19/2019,12:47:00,Credit card,476.19%,1.791,8.1
788-21-5741,A,Yangon,Normal,Male,Fashion accessories, ? 57.00 ,3,6.807, ? 177.81 ,2/17/2019,13:34:00,Credit card,476.19%,6.807,7.2
821-14-9046,B,Mandalay,Member,Female,Fashion accessories, ? 85.00 ,6,5.244, ? 515.24 ,1/18/2019,15:04:00,Credit card,476.19%,5.244,6.1
418-05-0656,B,Mandalay,Normal,Female,Fashion accessories, ? 92.00 ,7,8.946, ? 652.95 ,02-02-2019,20:42:00,Cash,476.19%,8.946,7.1
678-79-0726,C,Naypyitaw,Member,Female,Sports and travel, ? 51.00 ,9,40.784, ? 499.78 ,1/18/2019,15:28:00,Cash,476.19%,40.784,5.1
776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle, ? 45.00 ,3,6.618, ? 141.62 ,3/18/2019,13:45:00,Credit card,476.19%,6.618,7.9
592-46-1692,C,Naypyitaw,Member,Female,Food and beverages, ? 95.00 ,7,12.87, ? 677.87 ,01-11-2019,20:10:00,Cash,476.19%,12.87,7.4
434-35-9162,B,Mandalay,Member,Male,Food and beverages, ? 55.00 ,4,4.668, ? 224.67 ,02-04-2019,18:53:00,Ewallet,476.19%,4.668,7.4
149-14-0304,C,Naypyitaw,Member,Female,Health and beauty, ? 94.00 ,8,11.4, ? 763.40 ,02-06-2019,14:24:00,Cash,476.19%,11.4,6.6
442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle, ? 60.00 ,3,8.336, ? 188.34 ,01-08-2019,11:42:00,Credit card,476.19%,8.336,5.9
174-64-0215,B,Mandalay,Normal,Male,Sports and travel, ? 62.00 ,10,34.87, ? 654.87 ,03-05-2019,17:49:00,Credit card,476.19%,34.87,8.9
210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories, ? 68.00 ,4,19.452, ? 291.45 ,3/16/2019,15:33:00,Ewallet,476.19%,19.452,6.8
299-29-0180,B,Mandalay,Member,Female,Home and lifestyle, ? 100.00 ,7,18.263, ? 718.26 ,03-09-2019,10:54:00,Cash,476.19%,18.263,9.3
247-11-2470,A,Yangon,Member,Female,Fashion accessories, ? 64.00 ,4,4.464, ? 260.46 ,03-01-2019,16:23:00,Credit card,476.19%,4.464,4.4
635-28-5728,A,Yangon,Normal,Male,Health and beauty, ? 100.00 ,3,8.4, ? 308.40 ,2/28/2019,19:33:00,Ewallet,476.19%,8.4,4.8
756-49-0168,A,Yangon,Member,Male,Fashion accessories, ? 62.00 ,1,0.985, ? 62.99 ,02-08-2019,11:39:00,Ewallet,476.19%,0.985,9.5
438-23-1242,B,Mandalay,Normal,Male,Electronic accessories, ? 93.00 ,7,26.558, ? 677.56 ,1/24/2019,10:38:00,Ewallet,476.19%,26.558,8.9
238-45-6950,B,Mandalay,Member,Male,Food and beverages, ? 85.00 ,1,2.686, ? 87.69 ,03-01-2019,20:03:00,Ewallet,476.19%,2.686,6.4
607-65-2441,C,Naypyitaw,Member,Male,Health and beauty, ? 62.00 ,10,40.975, ? 660.98 ,03-10-2019,12:39:00,Credit card,476.19%,40.975,6
386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle, ? 68.00 ,7,28.42, ? 504.42 ,3/23/2019,15:59:00,Credit card,476.19%,28.42,8.1
137-63-5492,C,Naypyitaw,Normal,Male,Electronic accessories, ? 60.00 ,10,29.38, ? 629.38 ,1/29/2019,14:26:00,Ewallet,476.19%,29.38,9
197-77-7132,B,Mandalay,Member,Male,Electronic accessories, ? 93.00 ,8,36.624, ? 780.62 ,01-12-2019,18:22:00,Ewallet,476.19%,36.624,6
805-86-0265,A,Yangon,Normal,Male,Home and lifestyle, ? 55.00 ,9,42.282, ? 537.28 ,3/20/2019,11:32:00,Cash,476.19%,42.282,9.8
733-29-1227,C,Naypyitaw,Normal,Male,Home and lifestyle, ? 66.00 ,7,19.464, ? 481.46 ,3/23/2019,12:41:00,Cash,476.19%,19.464,8.5
451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages, ? 63.00 ,1,4.242, ? 67.24 ,1/14/2019,15:20:00,Ewallet,476.19%,4.242,8.8
373-14-0504,A,Yangon,Member,Female,Sports and travel, ? 64.00 ,2,7.163, ? 135.16 ,02-12-2019,14:33:00,Ewallet,476.19%,7.163,8.8
546-80-2899,A,Yangon,Member,Male,Home and lifestyle, ? 87.00 ,2,3.769, ? 177.77 ,2/20/2019,15:29:00,Ewallet,476.19%,3.769,9.5
345-68-9016,C,Naypyitaw,Member,Female,Sports and travel, ? 85.00 ,8,12.668, ? 692.67 ,01-02-2019,16:19:00,Credit card,476.19%,12.668,5.6
390-17-5806,C,Naypyitaw,Member,Female,Food and beverages, ? 90.00 ,1,1.921, ? 91.92 ,02-02-2019,16:33:00,Cash,476.19%,1.921,8.6
457-13-1708,B,Mandalay,Member,Male,Fashion accessories, ? 51.00 ,10,32.615, ? 542.62 ,01-08-2019,19:07:00,Credit card,476.19%,32.615,5.2
664-14-2882,C,Naypyitaw,Member,Female,Home and lifestyle, ? 46.00 ,5,2.633, ? 232.63 ,1/30/2019,14:43:00,Credit card,476.19%,2.633,5.8
487-79-6868,B,Mandalay,Member,Female,Home and lifestyle, ? 93.00 ,9,5.531, ? 842.53 ,3/26/2019,19:28:00,Credit card,476.19%,5.531,8
314-23-4520,C,Naypyitaw,Member,Male,Health and beauty, ? 87.00 ,7,28.431, ? 637.43 ,1/15/2019,20:44:00,Cash,476.19%,28.431,9
210-30-7976,B,Mandalay,Member,Female,Fashion accessories, ? 74.00 ,4,4.464, ? 300.46 ,3/14/2019,11:16:00,Ewallet,476.19%,4.464,4.1
585-86-8361,A,Yangon,Normal,Female,Food and beverages, ? 86.00 ,5,6.82, ? 436.82 ,02-03-2019,10:31:00,Credit card,476.19%,6.82,8.6
807-14-7833,A,Yangon,Member,Female,Electronic accessories, ? 81.00 ,10,8.71, ? 818.71 ,2/22/2019,12:30:00,Ewallet,476.19%,8.71,7
775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle, ? 91.00 ,5,18.32, ? 473.32 ,1/24/2019,15:05:00,Ewallet,476.19%,18.32,8.4
288-38-3758,C,Naypyitaw,Member,Female,Fashion accessories, ? 89.00 ,3,12.731, ? 279.73 ,1/25/2019,18:30:00,Ewallet,476.19%,12.731,7.4
652-43-6591,A,Yangon,Normal,Female,Fashion accessories, ? 71.00 ,8,38.916, ? 606.92 ,03-09-2019,13:18:00,Credit card,476.19%,38.916,6.2
785-96-0615,B,Mandalay,Member,Female,Electronic accessories, ? 57.00 ,8,14.296, ? 470.30 ,2/17/2019,15:28:00,Ewallet,476.19%,14.296,4.9
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle, ? 56.00 ,6,28.956, ? 364.96 ,01-11-2019,11:52:00,Cash,476.19%,28.956,4.5
250-17-5703,A,Yangon,Member,Male,Food and beverages, ? 60.00 ,10,9.425, ? 609.43 ,2/27/2019,18:24:00,Ewallet,476.19%,9.425,5.6
156-95-3964,A,Yangon,Normal,Female,Food and beverages, ? 54.00 ,4,11.078, ? 227.08 ,3/25/2019,15:19:00,Ewallet,476.19%,11.078,8
842-40-8179,B,Mandalay,Member,Female,Food and beverages, ? 73.00 ,10,38.6, ? 768.60 ,02-11-2019,10:38:00,Credit card,476.19%,38.6,5.6
525-09-8450,B,Mandalay,Normal,Male,Electronic accessories, ? 88.00 ,10,36.065, ? 916.07 ,1/31/2019,15:12:00,Credit card,476.19%,36.065,4.2
410-67-1709,A,Yangon,Member,Female,Fashion accessories, ? 83.00 ,8,25.552, ? 689.55 ,1/20/2019,17:48:00,Ewallet,476.19%,25.552,9.9
587-73-4862,A,Yangon,Member,Female,Health and beauty, ? 96.00 ,5,2.673, ? 482.67 ,3/26/2019,11:07:00,Ewallet,476.19%,2.673,7.6
787-87-2010,A,Yangon,Member,Male,Health and beauty, ? 81.00 ,4,11.1, ? 335.10 ,1/20/2019,15:48:00,Credit card,476.19%,11.1,6.6
593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle, ? 81.00 ,8,38.184, ? 686.18 ,03-05-2019,19:40:00,Ewallet,476.19%,38.184,4.7
801-88-0346,C,Naypyitaw,Normal,Female,Fashion accessories, ? 72.00 ,3,11.409, ? 227.41 ,01-05-2019,20:30:00,Credit card,476.19%,11.409,9.8
388-76-2555,B,Mandalay,Normal,Male,Sports and travel, ? 57.00 ,6,4.107, ? 346.11 ,2/13/2019,13:59:00,Cash,476.19%,4.107,6.3
711-31-1234,B,Mandalay,Normal,Female,Electronic accessories, ? 99.00 ,4,19.128, ? 415.13 ,3/16/2019,18:51:00,Cash,476.19%,19.128,7.9
886-54-6089,A,Yangon,Normal,Female,Home and lifestyle, ? 82.00 ,6,3.429, ? 495.43 ,1/15/2019,17:24:00,Cash,476.19%,3.429,7.7
707-32-7409,B,Mandalay,Member,Female,Sports and travel, ? 84.00 ,4,19.108, ? 355.11 ,2/26/2019,11:58:00,Ewallet,476.19%,19.108,4.5
759-98-4285,C,Naypyitaw,Member,Female,Health and beauty, ? 94.00 ,7,30.055, ? 688.05 ,2/27/2019,19:01:00,Credit card,476.19%,30.055,8
201-63-8275,C,Naypyitaw,Member,Female,Sports and travel, ? 85.00 ,7,23.797, ? 618.80 ,2/17/2019,16:50:00,Ewallet,476.19%,23.797,5.7
471-06-8611,C,Naypyitaw,Normal,Female,Food and beverages, ? 67.00 ,1,2.621, ? 69.62 ,02-06-2019,10:22:00,Credit card,476.19%,2.621,6.3
200-16-5952,C,Naypyitaw,Member,Male,Food and beverages, ? 53.00 ,2,6.565, ? 112.57 ,1/17/2019,16:46:00,Cash,476.19%,6.565,6
120-54-2248,B,Mandalay,Normal,Female,Food and beverages, ? 83.00 ,5,7.215, ? 422.22 ,1/22/2019,18:08:00,Credit card,476.19%,7.215,8
102-77-2261,C,Naypyitaw,Member,Male,Health and beauty, ? 93.00 ,7,22.859, ? 673.86 ,03-05-2019,18:02:00,Credit card,476.19%,22.859,4.2
875-31-8302,B,Mandalay,Normal,Male,Sports and travel, ? 48.00 ,1,4.669, ? 52.67 ,01-03-2019,13:07:00,Cash,476.19%,4.669,9.6
102-06-2002,C,Naypyitaw,Member,Male,Sports and travel, ? 85.00 ,5,6.313, ? 431.31 ,3/20/2019,17:52:00,Cash,476.19%,6.313,6.1
457-94-0464,B,Mandalay,Member,Male,Electronic accessories, ? 74.00 ,9,39.542, ? 705.54 ,1/31/2019,20:32:00,Ewallet,476.19%,39.542,5.6
629-42-4133,C,Naypyitaw,Normal,Male,Health and beauty, ? 58.00 ,8,8.72, ? 472.72 ,2/19/2019,19:24:00,Cash,476.19%,8.72,8.3
534-53-3526,A,Yangon,Normal,Female,Sports and travel, ? 99.00 ,4,18.952, ? 414.95 ,02-11-2019,16:06:00,Ewallet,476.19%,18.952,7.8
307-04-2070,A,Yangon,Member,Female,Fashion accessories, ? 55.00 ,1,1.531, ? 56.53 ,02-05-2019,14:14:00,Credit card,476.19%,1.531,4.1
468-99-7231,C,Naypyitaw,Normal,Female,Home and lifestyle, ? 66.00 ,8,17.604, ? 545.60 ,03-03-2019,17:36:00,Cash,476.19%,17.604,8.8
516-77-6464,C,Naypyitaw,Member,Female,Health and beauty, ? 80.00 ,5,2.54, ? 402.54 ,2/24/2019,13:08:00,Ewallet,476.19%,2.54,4.1
404-91-5964,A,Yangon,Normal,Male,Electronic accessories, ? 80.00 ,7,26.103, ? 586.10 ,02-04-2019,16:09:00,Credit card,476.19%,26.103,9
886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories, ? 47.00 ,8,28.756, ? 404.76 ,2/19/2019,11:33:00,Ewallet,476.19%,28.756,5.5
790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty, ? 79.00 ,5,2.748, ? 397.75 ,1/23/2019,10:18:00,Credit card,476.19%,2.748,9.3
704-10-4056,C,Naypyitaw,Member,Male,Health and beauty, ? 100.00 ,3,9.071, ? 309.07 ,1/14/2019,10:55:00,Credit card,476.19%,9.071,5.6
497-37-6538,A,Yangon,Normal,Male,Sports and travel, ? 58.00 ,7,20.619, ? 426.62 ,1/17/2019,15:15:00,Ewallet,476.19%,20.619,9.7
651-96-5970,A,Yangon,Normal,Male,Fashion accessories, ? 59.00 ,1,2.321, ? 61.32 ,03-03-2019,20:06:00,Credit card,476.19%,2.321,4
400-80-4065,C,Naypyitaw,Member,Male,Health and beauty, ? 63.00 ,4,13.71, ? 265.71 ,2/15/2019,20:21:00,Credit card,476.19%,13.71,9.2
744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle, ? 98.00 ,10,48.685," ? 1,028.69 ",1/15/2019,13:48:00,Credit card,476.19%,48.685,4.9
263-12-5321,A,Yangon,Member,Male,Electronic accessories, ? 73.00 ,7,32.41, ? 543.41 ,2/27/2019,12:52:00,Credit card,476.19%,32.41,9.3
702-72-0487,A,Yangon,Normal,Female,Electronic accessories, ? 58.00 ,2,4.661, ? 120.66 ,2/26/2019,12:28:00,Credit card,476.19%,4.661,6.6
605-83-1050,B,Mandalay,Normal,Male,Fashion accessories, ? 65.00 ,2,2.718, ? 132.72 ,3/15/2019,16:26:00,Ewallet,476.19%,2.718,4.3
443-60-9639,C,Naypyitaw,Member,Female,Home and lifestyle, ? 72.00 ,1,3.044, ? 75.04 ,1/24/2019,13:24:00,Cash,476.19%,3.044,5.5
864-24-7918,A,Yangon,Member,Female,Sports and travel, ? 65.00 ,10,12.245, ? 662.25 ,2/22/2019,15:15:00,Cash,476.19%,12.245,8.1
359-94-5395,B,Mandalay,Normal,Male,Health and beauty, ? 61.00 ,1,4.639, ? 65.64 ,3/15/2019,10:50:00,Credit card,476.19%,4.639,9.8
401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle, ? 86.00 ,5,21.673, ? 451.67 ,02-11-2019,18:38:00,Ewallet,476.19%,21.673,9.4
751-15-6198,B,Mandalay,Normal,Male,Sports and travel, ? 70.00 ,6,6.903, ? 426.90 ,01-12-2019,16:45:00,Ewallet,476.19%,6.903,7.9
324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories, ? 67.00 ,8,12.08, ? 548.08 ,03-03-2019,19:30:00,Ewallet,476.19%,12.08,5.1
474-33-8305,C,Naypyitaw,Member,Male,Fashion accessories, ? 65.00 ,7,23.587, ? 478.59 ,3/23/2019,13:23:00,Ewallet,476.19%,23.587,6.9
759-29-9521,A,Yangon,Member,Female,Fashion accessories, ? 48.00 ,9,22.032, ? 454.03 ,03-04-2019,11:27:00,Cash,476.19%,22.032,8
831-81-6575,B,Mandalay,Member,Female,Electronic accessories, ? 94.00 ,9,34.016, ? 880.02 ,2/23/2019,11:12:00,Cash,476.19%,34.016,8
220-68-6701,A,Yangon,Normal,Female,Home and lifestyle, ? 63.00 ,4,15.494, ? 267.49 ,3/17/2019,16:36:00,Cash,476.19%,15.494,4.2
618-34-8551,A,Yangon,Normal,Female,Sports and travel, ? 77.00 ,2,9.318, ? 163.32 ,1/16/2019,18:41:00,Credit card,476.19%,9.318,8.5
257-60-7754,A,Yangon,Normal,Female,Electronic accessories, ? 61.00 ,4,10.046, ? 254.05 ,01-08-2019,17:12:00,Cash,476.19%,10.046,9
559-61-5987,B,Mandalay,Normal,Female,Health and beauty, ? 74.00 ,1,0.888, ? 74.89 ,1/14/2019,10:38:00,Cash,476.19%,0.888,8.6
189-55-2313,C,Naypyitaw,Normal,Female,Fashion accessories, ? 99.00 ,10,31.09," ? 1,021.09 ",1/31/2019,10:33:00,Ewallet,476.19%,31.09,6
565-91-4567,B,Mandalay,Normal,Male,Health and beauty, ? 48.00 ,8,4.3, ? 388.30 ,3/15/2019,14:38:00,Ewallet,476.19%,4.3,6.2
380-60-5336,A,Yangon,Normal,Female,Electronic accessories, ? 78.00 ,10,20.13, ? 800.13 ,2/24/2019,18:06:00,Credit card,476.19%,20.13,5
815-04-6282,C,Naypyitaw,Member,Female,Sports and travel, ? 71.00 ,5,16.243, ? 371.24 ,02-08-2019,12:52:00,Credit card,476.19%,16.243,6.5
674-56-6360,A,Yangon,Normal,Male,Electronic accessories, ? 79.00 ,1,4.758, ? 83.76 ,3/22/2019,14:00:00,Cash,476.19%,4.758,6
778-34-2523,A,Yangon,Member,Female,Electronic accessories, ? 83.00 ,8,19.448, ? 683.45 ,1/24/2019,10:57:00,Cash,476.19%,19.448,5
499-27-7781,B,Mandalay,Normal,Female,Food and beverages, ? 76.00 ,8,21.284, ? 629.28 ,3/14/2019,16:45:00,Ewallet,476.19%,21.284,5
477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories, ? 79.00 ,7,15.904, ? 568.90 ,1/23/2019,11:15:00,Cash,476.19%,15.904,9.2
832-51-6761,A,Yangon,Normal,Male,Food and beverages, ? 90.00 ,8,13.552, ? 733.55 ,1/19/2019,20:29:00,Ewallet,476.19%,13.552,9.6
869-11-3082,B,Mandalay,Member,Male,Health and beauty, ? 58.00 ,4,19.232, ? 251.23 ,1/27/2019,20:03:00,Credit card,476.19%,19.232,8.4
190-59-3964,B,Mandalay,Member,Male,Food and beverages, ? 86.00 ,5,11.79, ? 441.79 ,02-03-2019,14:35:00,Credit card,476.19%,11.79,6
366-43-6862,B,Mandalay,Normal,Male,Electronic accessories, ? 85.00 ,4,10.578, ? 350.58 ,3/25/2019,16:32:00,Ewallet,476.19%,10.578,6.7
186-43-8965,A,Yangon,Member,Female,Home and lifestyle, ? 69.00 ,2,4.768, ? 142.77 ,2/24/2019,10:10:00,Credit card,476.19%,4.768,4.1
784-21-9238,C,Naypyitaw,Member,Male,Sports and travel, ? 85.00 ,1,0.509, ? 85.51 ,02-07-2019,14:15:00,Cash,476.19%,0.509,5.9
276-75-6884,A,Yangon,Normal,Female,Health and beauty, ? 83.00 ,3,10.307, ? 259.31 ,03-04-2019,10:05:00,Cash,476.19%,10.307,8.7
